Dataset,Distance,Mean_ARI,Std_Error,Mean_ARI_Stability,Std_Error_Stability,Mean_Homogeneity,Std_Error_Homogenity,Mean_Completeness,Std_Error_Completeness,Mean_V_Score,Std_Error_V_Score
Sparsity_0.630,manhattan,0.9126342269977948,0.005576765480665538,0.34798641404503405,0.0006053765161695104,0.915906899495015,0.0035409614044065564,0.9176303626454265,0.003196344634248505,0.9167671056621594,0.0033694143635346965
Sparsity_0.630,cosine,0.48225225352109086,0.006337077997095162,0.5342057072514296,0.007640429276660968,0.6010492042177601,0.0026738665832679227,0.511078374091702,0.004705465280223616,0.5522412386193557,0.0033820760095686405
Sparsity_0.630,minkowski_p0.5,0.7604876962352576,8.16968716642219e-05,0.2719480841806449,1.6614241861384606e-05,0.7955942148126836,8.459703096756477e-05,0.9628765651871902,9.148926558891211e-05,0.871278650850463,8.818474850332269e-05
Sparsity_0.630,minkowski_p0.7,0.9730273223473759,7.641078898631252e-17,0.3288285004360335,1.273513149771875e-17,0.9640345816193859,5.0940525990875e-17,0.9640465617352059,2.4163213100725608e-17,0.9640405716400766,0.0
Sparsity_0.630,minkowski_p4,0.28339457535682,0.0053573592028762305,0.5048147279474395,0.008626990428509167,0.42086137075416963,0.005739443859844297,0.34541897901735535,0.004224809245620835,0.3793192681944102,0.004667884881869461
Sparsity_0.661,euclidean,0.36704292465199123,0.004455085251719575,0.6035078500562187,0.006174018550165725,0.5284804062899041,0.006010617963562939,0.41717970792529524,0.0024554101483819104,0.46617888475221336,0.0037340070288480612
Sparsity_0.661,manhattan,0.9208786990124356,0.008997742178449444,0.3316236284387406,0.0031062871738454017,0.9163148539551356,0.00653557464269177,0.9253970495505243,0.0035150392540843297,0.9204587883142686,0.003409159496715284
Sparsity_0.661,cosine,0.4769530326992868,0.005744102838147009,0.4857677600869817,0.0063638608937652925,0.5803446821738845,0.003561497569928393,0.4707702407456666,0.004419900378106708,0.5197099012987969,0.0037308667048445666
Sparsity_0.661,minkowski_p0.5,0.7723771806923666,0.0,0.2741855138416007,1.273513149771875e-17,0.8086799034282036,0.0,0.9772925430343559,0.0,0.8850269116833147,5.0940525990875e-17
Sparsity_0.661,minkowski_p0.7,0.970430802356456,7.801957065728698e-05,0.32867342165495905,1.999210823962703e-05,0.9609660839741716,7.009039563566808e-05,0.9610000537336489,6.942730890137885e-05,0.96098306855152,6.975886499550535e-05
Sparsity_0.661,minkowski_p4,0.2663192268882625,0.003698729465473547,0.6032330559158636,0.006478918397299487,0.38861878481277423,0.0036798453487701054,0.3399025111273818,0.001957717146885825,0.3625434332924733,0.00243561431780508
Sparsity_0.699,euclidean,0.4421202676879627,0.0015499430268567605,0.4767164061856204,0.002095906388061849,0.5744025217141696,0.0024036225792945535,0.4573503154143233,0.0019510219447666309,0.509191893055282,0.0018550782703082008
Sparsity_0.699,manhattan,0.9223149156914563,0.008121577897137093,0.3373839193500304,0.0032087812733151196,0.9152636010948395,0.005887738872030053,0.9237455742616989,0.0026674158480360097,0.9191087064112311,0.00218749813340771
Sparsity_0.699,cosine,0.4701593705005612,0.006673992560113541,0.42481964124040755,0.0041210447521499985,0.5646549972596676,0.00420891545605569,0.4758251498477558,0.00495188070695708,0.5161886729043523,0.00392538230278852
Sparsity_0.699,minkowski_p0.5,0.7419613293546712,0.00042068777990311945,0.2646966017383247,0.00012402784750412127,0.7695948251252853,0.0009880128716376606,0.9333342766766487,0.0015078826663337572,0.8435921871118144,0.0012098322431743213
Sparsity_0.699,minkowski_p0.7,0.9306244400005946,0.017712065947338287,0.316968085646779,0.004768620872585889,0.931412543534685,0.01328327902165826,0.9654450108390442,0.002296381012832909,0.9468269787630639,0.0062284936906520484
Sparsity_0.699,minkowski_p4,0.2635438901361117,0.005871054340959326,0.5576199577575401,0.008603833718848224,0.3824434861487306,0.006681647221059831,0.3098550359643698,0.003889714940602694,0.34224227561594056,0.00491338172950066
Sparsity_0.731,euclidean,0.3723535417081948,0.003881472279839639,0.554747176161816,0.00956729862399809,0.5119592936461234,0.005502876261217558,0.41723364860510304,0.0036523103005494796,0.4595938029712984,0.003965733722554681
Sparsity_0.731,manhattan,0.9374596350089999,0.009009717243380577,0.32824836019495546,0.0028538074228514807,0.9303564124151764,0.0066336335028228015,0.9388615850827362,0.0025786544433090337,0.9342116219527684,0.0030861936502566884
Sparsity_0.731,cosine,0.43092687047165656,0.0072667668297317824,0.44957094931638936,0.008676478311125333,0.5294309104197242,0.0032860246930193136,0.45021333665932006,0.0064487850171174935,0.4861459182246509,0.00428330464642318
Sparsity_0.731,minkowski_p0.5,0.5211154517290238,0.016604134432503345,0.21372376976167234,0.004343346785313427,0.6093409700965585,0.012408097755972743,0.6196765786316286,0.011199264563590033,0.6144463803829552,0.01181051697550412
Sparsity_0.731,minkowski_p0.7,0.9671692295884047,7.254493586734556e-05,0.32911803037616794,1.5615166473151608e-05,0.9561957759415366,6.761930490126659e-05,0.9562032780066364,6.74744775189479e-05,0.9561995269583623,6.754655451759706e-05
Sparsity_0.731,minkowski_p4,0.2526468966362573,0.004826381282729118,0.5775695014848508,0.00443319157637437,0.3617972779358315,0.0045165196208868386,0.3052773976717983,0.0027973862219408153,0.3311074855870407,0.0034870135676858247
Sparsity_0.775,euclidean,0.41676711135705735,0.004522660353645298,0.6106657869044254,0.009419375987444845,0.5749977513926288,0.0031591573920664194,0.4360005897947792,0.0027086665668848925,0.49587072603999494,0.0025798188255630973
Sparsity_0.775,manhattan,0.9233232721686294,0.0010987389646608429,0.34090964355124725,0.0002057212655846616,0.9167897797804831,0.0007791773754791867,0.9169954684431183,0.0007504621149345431,0.9168926063932827,0.0007647649702628495
Sparsity_0.775,cosine,0.5474884775537487,0.006066588881665843,0.43781184673719825,0.006363036880533029,0.6053818811725279,0.004627095989603738,0.5339744994460405,0.004828119502605559,0.5671582932554664,0.0038080721415485654
Sparsity_0.775,minkowski_p0.5,0.35807171579325525,0.0037595902647174773,0.11767213037494324,0.0004899473926860481,0.4329731906991875,0.0036752472725946044,0.5252699432276411,0.003410301729904882,0.474666195297668,0.00360906000880808
Sparsity_0.775,minkowski_p0.7,0.9590402476510406,0.0001467542846259446,0.3276621831325705,6.02472217852776e-05,0.9456108153823312,0.00016758922109092603,0.9456197934864667,0.00016722729690548313,0.9456153044108178,0.00016740802206153792
Sparsity_0.775,minkowski_p4,0.31426782618261107,0.003451503215044171,0.7027714789023444,0.007693076694092168,0.43391214102658404,0.002708252314938947,0.3503995388946891,0.0016479053915918484,0.387700574816611,0.002074842123020468
Sparsity_0.840,euclidean,0.39685929385885516,0.0027429975301746477,0.6417258505146037,0.007983416554204962,0.5748914035919561,0.0023949138633513316,0.4373357458643986,0.0016148863551285774,0.49676560910883616,0.0019292584461981803
Sparsity_0.840,manhattan,0.922141636526286,0.0008772229260004284,0.34408846016961825,0.0007257935800014468,0.9139492791443947,0.0007036601849331018,0.9139808861908911,0.0007060818067309939,0.9139650821175994,0.0007048624680037765
Sparsity_0.840,cosine,0.49297544879353106,0.006570479908288734,0.4833034278696503,0.00994440032814861,0.5634808907577129,0.0037035244839250503,0.5048228276766179,0.004935204125534389,0.5323952765799616,0.004029648319204082
Sparsity_0.840,minkowski_p0.5,0.3484433826907802,1.7510395516911357e-05,0.07991857850931566,2.7094676302754506e-06,0.36374240945688907,3.093375883535966e-05,0.8671145499647748,8.241516439192621e-05,0.5124987646049767,4.509930490281928e-05
Sparsity_0.840,minkowski_p0.7,0.6249146831699368,0.004793932245505692,0.22589000559032435,0.0013357293270825998,0.6894602062721027,0.0032666073950650253,0.7153856365616824,0.005046823188585767,0.7021608967531657,0.004093567369497501
Sparsity_0.840,minkowski_p4,0.3047449517283837,0.005125089519884228,0.6969918664623045,0.00744496844647511,0.42617279162022637,0.004964896454334577,0.3397524195324552,0.002643292734052442,0.3780165558954241,0.0035002448737740683
Sparsity_0.905,euclidean,0.3839429778088124,0.003739320609563176,0.6694687721336908,0.00809068960118198,0.543860689639306,0.00695629890480747,0.4282084693628899,0.00304127945297947,0.4789937251161998,0.0043809810724619
Sparsity_0.905,manhattan,0.7955431953248158,0.014064958841314885,0.29669217971798856,0.0071370386146504625,0.8154837948342817,0.009995716197883583,0.9391451414119951,0.0063879825756114166,0.8714755933529265,0.002598699358752317
Sparsity_0.905,cosine,0.5209559995019472,0.005909686467410471,0.4707979860869026,0.007490493892102619,0.5811021812662072,0.004466552000716127,0.5209866942473442,0.0038251538822230828,0.549282072722403,0.0036714883021221486
Sparsity_0.905,minkowski_p0.5,0.5689641613283197,3.806667873897029e-05,0.20734901798969627,1.2470664441316462e-05,0.5843906759021243,3.573760214319765e-05,0.8908221844133474,5.31901551729312e-05,0.7057804232287641,4.275714509143013e-05
Sparsity_0.905,minkowski_p0.7,0.7325354751123602,0.0004130733887950502,0.26179580900049687,0.00011846337234301892,0.7570077287335244,0.00042644898415818047,0.9176622469618116,0.0004960077584729173,0.8296290274313585,0.00045879947033876064
Sparsity_0.905,minkowski_p4,0.2782871159106609,0.005021291963814449,0.6843996118795392,0.007585693041524071,0.3984250924940732,0.005554648149797112,0.33887879799165177,0.0026564011603015477,0.36614057596779126,0.0037692840670849725
